coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,Name,Countries,Start Date,Duration,Impact
"[95.317, 56.584]",Drought in Russia,Drought in Russia,Green Drought in Russia from: 21 Jun 2018  to: 10 Oct 2018 .,Green,1,Green,0.25,Russia,2018-06-21T00:00:00,2018-10-10T08:17:00,150479.0,Minor impact for agricultural drought in 150479 km2,GDO,RUS,DR,DR 1012428, Siberia-2018,Russia,End of Jun 2018 ,111 days (at 19 Oct 2018),Minor impact for agricultural drought in 150479 km2
"[22.697, -33.111]",Drought in South Africa,Drought in South Africa,Green Drought in South Africa from: 21 Apr 2018  to: 10 Oct 2018 .,Green,1,Green,0.75,South Africa,2018-04-21T00:00:00,2018-10-10T08:17:00,52380.0,Minor impact for agricultural drought in 52380 km2,GDO,ZAF,DR,DR 1012219, South Africa-2018,South Africa,End of Apr 2018 ,172 days (at 19 Oct 2018),Minor impact for agricultural drought in 52380 km2
"[-49.498, -5.222]",Drought in Brazil,Drought in Brazil,Green Drought in Brazil from: 11 May 2018  to: 10 Oct 2018 .,Green,1,Green,0.25,Brazil,2018-05-11T00:00:00,2018-10-10T08:17:00,220613.0,Minor impact for agricultural drought in 220613 km2,GDO,BRA,DR,DR 1012244, Parà (Brazil)-2018,Brazil,Middle of May 2018 ,152 days (at 19 Oct 2018),Minor impact for agricultural drought in 220613 km2
"[-14.494, 12.496]","Drought in The Gambia, Guinea, Guinea-Bissau, Senegal","Drought in The Gambia, Guinea, Guinea-Bissau, Senegal","Green Drought in The Gambia, Guinea, Guinea-Bissau, Senegal from: 21 May 2018  to: 10 Oct 2018 .",Green,1,Green,0.75,"The Gambia, Guinea, Guinea-Bissau, Senegal",2018-05-21T00:00:00,2018-10-10T08:17:00,59944.0,Minor impact for agricultural drought in 59944 km2,GDO,GMB,DR,DR 1012255, Guinea-2018,"The Gambia, Guinea, Guinea-Bissau, Senegal",End of May 2018 ,142 days (at 19 Oct 2018),Minor impact for agricultural drought in 59944 km2
"[25.928, 0.928]","Drought in Congo, DRC","Drought in Congo, DRC","Green Drought in Congo, DRC from: 21 Jun 2018  to: 10 Oct 2018 .",Green,1,Green,0.5,"Congo, DRC",2018-06-21T00:00:00,2018-10-10T08:17:00,86129.0,Minor impact for agricultural drought in 86129 km2,GDO,COD,DR,DR 1012345," Congo, DR-2018","Congo, DRC",End of Jun 2018 ,111 days (at 19 Oct 2018),Minor impact for agricultural drought in 86129 km2
"[46.464, -19.498]",Drought in Madagascar,Drought in Madagascar,Orange Drought in Madagascar from: 21 Mar 2018  to: 13 Sep 2018 .,Orange,2,Orange,1.5,Madagascar,2018-03-21T00:00:00,2018-09-13T13:57:00,68692.0,Medium impact for agricultural drought in 68692 km2,GDO,MDG,DR,DR 1012304, Madagascar-2018,Madagascar,End of Mar 2018 ,177 days (at 22 Sep 2018),Medium impact for agricultural drought in 68692 km2
"[-50.105, -21.917]",Drought in Brazil,Drought in Brazil,Green Drought in Brazil from: 21 Dec 2017  to: 06 Sep 2018 .,Green,1,Green,0.5,Brazil,2017-12-21T00:00:00,2018-09-06T09:57:00,87604.0,Minor impact for agricultural drought in 87604 km2,GDO,BRA,DR,DR 1012174, South Brazil-2018,Brazil,End of Dec 2017 ,259 days (at 15 Sep 2018),Minor impact for agricultural drought in 87604 km2
"[65.5, 40.996]",Drought in Uzbekistan,Drought in Uzbekistan,Green Drought in Uzbekistan from: 21 Nov 2017  to: 06 Sep 2018 .,Green,1,Green,0.75,Uzbekistan,2017-11-21T00:00:00,2018-09-06T09:57:00,18686.0,Minor impact for agricultural drought in 18686 km2,GDO,UZB,DR,DR 1012172, Central Asia-2018,Uzbekistan,End of Nov 2017 ,289 days (at 15 Sep 2018),Minor impact for agricultural drought in 18686 km2
"[113.779, -7.899]",Drought in Indonesia,Drought in Indonesia,Green Drought in Indonesia from: 21 Apr 2018  to: 29 Aug 2018 .,Green,1,Green,0.75,Indonesia,2018-04-21T00:00:00,2018-08-29T15:17:00,78469.0,Minor impact for agricultural drought in 78469 km2,GDO,IDN,DR,DR 1012212, Indonesia-2018,Indonesia,End of Apr 2018 ,131 days (at 28 Sep 2018),Minor impact for agricultural drought in 78469 km2
"[-97.0, 31.998]",Drought in United States,Drought in United States,Green Drought in United States from: 21 May 2018  to: 20 Aug 2018 .,Green,1,Green,0.5,United States,2018-05-21T00:00:00,2018-08-20T10:37:15,41910.0,Minor impact for agricultural drought in 41910 km2,GDO,USA,DR,DR 1012333, Texas-2018,United States,End of May 2018 ,91 days (at 29 Aug 2018),Minor impact for agricultural drought in 41910 km2
"[80.962, 18.303]","Drought in China, India, Myanmar, Nepal","Drought in China, India, Myanmar, Nepal","Orange Drought in China, India, Myanmar, Nepal from: 21 Jun 2018  to: 16 Feb 2019 .",Orange,2,Orange,1.5,"China, India, Myanmar, Nepal",2018-06-21T00:00:00,2019-02-16T15:47:00,106336.0,Medium impact for agricultural drought in 106336 km2,GDO,CHN,DR,DR 1012538, India-2018,"China, India, Myanmar, Nepal",End of Jun 2018 ,241 days (at 25 Feb 2019),Medium impact for agricultural drought in 106336 km2
"[11.087, 53.882]","Drought in Germany, Denmark, France, Latvia, Poland, Sweden","Drought in Germany, Denmark, France, Latvia, Poland, Sweden","Green Drought in Germany, Denmark, France, Latvia, Poland, Sweden from: 21 Jul 2017  to: 09 Feb 2019 .",Green,1,Green,0.25,"Germany, Denmark, France, Latvia, Poland, Sweden",2017-07-21T00:00:00,2019-02-09T15:07:00,80936.0,Minor impact for agricultural drought in 80936 km2,GDO,DEU,DR,DR 1012168, Central Northern Europe-2018,"Germany, Denmark, France, Latvia, Poland, Sweden",End of Jul 2017 ,569 days (at 18 Feb 2019),Minor impact for agricultural drought in 80936 km2
"[121.417, 17.326]",Drought in Philippines,Drought in Philippines,Green Drought in Philippines from: 21 Jul 2018  to: 26 Jan 2019 .,Green,1,Green,0.25,Philippines,2018-07-21T00:00:00,2019-01-26T17:07:00,44740.0,Minor impact for agricultural drought in 44740 km2,GDO,PHL,DR,DR 1012676, Luzon (Philippines)-2018,Philippines,End of Jul 2018 ,190 days (at 25 Feb 2019),Minor impact for agricultural drought in 44740 km2
"[68.889, 25.391]","Drought in India, Pakistan","Drought in India, Pakistan","Orange Drought in India, Pakistan from: 21 Jul 2018  to: 30 Dec 2018 .",Orange,2,Orange,1.75,"India, Pakistan",2018-07-21T00:00:00,2018-12-30T14:05:00,113171.0,Medium impact for agricultural drought in 113171 km2,GDO,IND,DR,DR 1012498, Pakistan-2018,"India, Pakistan",End of Jul 2018 ,163 days (at 29 Jan 2019),Medium impact for agricultural drought in 113171 km2
"[-38.05, -9.451]",Drought in Brazil,Drought in Brazil,Green Drought in Brazil from: 21 May 2018  to: 30 Dec 2018 .,Green,1,Green,0.75,Brazil,2018-05-21T00:00:00,2018-12-30T14:05:00,104035.0,Minor impact for agricultural drought in 104035 km2,GDO,BRA,DR,DR 1012396, Nordeste (Brasil)-2018,Brazil,End of May 2018 ,224 days (at 29 Jan 2019),Minor impact for agricultural drought in 104035 km2
"[35.0, 48.0005]","Drought in Albania, Austria, Bosnia  and  Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine","Drought in Albania, Austria, Bosnia  and  Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine","Green Drought in Albania, Austria, Bosnia  and  Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine from: 21 Apr 2018  to: 24 Nov 2018 .",Green,1,Green,0.5,"Albania, Austria, Bosnia & Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine",2018-04-21T00:00:00,2018-11-24T16:27:00,1677855.0,Minor impact for agricultural drought in 1677855 km2,GDO,ALB,DR,DR 1012247," Eastern Europe, Don, Volga-2018","Albania, Austria, Bosnia & Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine",End of Apr 2018 ,218 days (at 23 Dec 2018),Minor impact for agricultural drought in 1677855 km2
"[144.5, -33.5]",Drought in Australia,Drought in Australia,Orange Drought in Australia from: 21 Feb 2018  to: 24 Nov 2018 .,Orange,2,Orange,1.0,Australia,2018-02-21T00:00:00,2018-11-24T16:27:00,142608.0,Medium impact for agricultural drought in 142608 km2,GDO,AUS,DR,DR 1012191, New South Wales (Australia)-2018,Australia,End of Feb 2018 ,277 days (at 23 Dec 2018),Medium impact for agricultural drought in 142608 km2
"[45.0, -17.5]",Drought in Madagascar,Drought in Madagascar,Green Drought in Madagascar from: 21 Jul 2018  to: 24 Nov 2018 .,Green,1,Green,0.75,Madagascar,2018-07-21T00:00:00,2018-11-24T16:27:00,51870.0,Minor impact for agricultural drought in 51870 km2,GDO,MDG,DR,DR 1012433, Madagascar-2018,Madagascar,End of Jul 2018 ,127 days (at 23 Dec 2018),Minor impact for agricultural drought in 51870 km2
"[111.0, 34.0]",Drought in China,Drought in China,Green Drought in China from: 21 Jul 2018  to: 24 Nov 2018 .,Green,1,Green,0.5,China,2018-07-21T00:00:00,2018-11-24T16:27:00,133152.0,Minor impact for agricultural drought in 133152 km2,GDO,CHN,DR,DR 1012452, Central China-2018,China,End of Jul 2018 ,127 days (at 23 Dec 2018),Minor impact for agricultural drought in 133152 km2
"[86.74, 24.199]","Drought in Bangladesh, India, Myanmar, Nepal","Drought in Bangladesh, India, Myanmar, Nepal","Green Drought in Bangladesh, India, Myanmar, Nepal from: 21 Jun 2018  to: 16 Nov 2018 .",Green,1,Green,0.75,"Bangladesh, India, Myanmar, Nepal",2018-06-21T00:00:00,2018-11-16T15:57:00,485175.0,Minor impact for agricultural drought in 485175 km2,GDO,BGD,DR,DR 1012429, Ganges Valley - Bangladesh-2018,"Bangladesh, India, Myanmar, Nepal",End of Jun 2018 ,149 days (at 25 Nov 2018),Minor impact for agricultural drought in 485175 km2
"[-108.489, 39.448]",Drought in United States,Drought in United States,Green Drought in United States from: 21 May 2018  to: 28 Oct 2018 .,Green,1,Green,0.5,United States,2018-05-21T00:00:00,2018-10-28T15:37:00,229250.0,Minor impact for agricultural drought in 229250 km2,GDO,USA,DR,DR 1012604, Colorado-Utah (USA)-2018,United States,End of May 2018 ,161 days (at 27 Nov 2018),Minor impact for agricultural drought in 229250 km2
"[-98.559, 22.285]",Drought in Mexico,Drought in Mexico,Green Drought in Mexico from: 21 Jul 2018  to: 12 Oct 2018 .,Green,1,Green,0.75,Mexico,2018-07-21T00:00:00,2018-10-12T12:27:00,57097.0,Minor impact for agricultural drought in 57097 km2,GDO,MEX,DR,DR 1012447, Central Mexico-2018,Mexico,End of Jul 2018 ,84 days (at 21 Oct 2018),Minor impact for agricultural drought in 57097 km2
"[95.317, 56.584]",Drought in Russia,Drought in Russia,Green Drought in Russia from: 21 Jun 2018  to: 10 Oct 2018 .,Green,1,Green,0.25,Russia,2018-06-21T00:00:00,2018-10-10T08:17:00,150479.0,Minor impact for agricultural drought in 150479 km2,GDO,RUS,DR,DR 1012428, Siberia-2018,Russia,End of Jun 2018 ,111 days (at 19 Oct 2018),Minor impact for agricultural drought in 150479 km2
"[11.101, 3.76]","Drought in Cameroon, Equatorial Guinea","Drought in Cameroon, Equatorial Guinea","Green Drought in Cameroon, Equatorial Guinea from: 21 Jul 2018  to: 10 Oct 2018 .",Green,1,Green,0.25,"Cameroon, Equatorial Guinea",2018-07-21T00:00:00,2018-10-10T08:17:00,38879.0,Minor impact for agricultural drought in 38879 km2,GDO,CMR,DR,DR 1012448, Cameroon-2018,"Cameroon, Equatorial Guinea",End of Jul 2018 ,81 days (at 19 Oct 2018),Minor impact for agricultural drought in 38879 km2
"[-14.494, 12.496]","Drought in The Gambia, Guinea, Guinea-Bissau, Senegal","Drought in The Gambia, Guinea, Guinea-Bissau, Senegal","Green Drought in The Gambia, Guinea, Guinea-Bissau, Senegal from: 21 May 2018  to: 10 Oct 2018 .",Green,1,Green,0.75,"The Gambia, Guinea, Guinea-Bissau, Senegal",2018-05-21T00:00:00,2018-10-10T08:17:00,59944.0,Minor impact for agricultural drought in 59944 km2,GDO,GMB,DR,DR 1012255, Guinea-2018,"The Gambia, Guinea, Guinea-Bissau, Senegal",End of May 2018 ,142 days (at 19 Oct 2018),Minor impact for agricultural drought in 59944 km2
"[22.697, -33.111]",Drought in South Africa,Drought in South Africa,Green Drought in South Africa from: 21 Apr 2018  to: 10 Oct 2018 .,Green,1,Green,0.75,South Africa,2018-04-21T00:00:00,2018-10-10T08:17:00,52380.0,Minor impact for agricultural drought in 52380 km2,GDO,ZAF,DR,DR 1012219, South Africa-2018,South Africa,End of Apr 2018 ,172 days (at 19 Oct 2018),Minor impact for agricultural drought in 52380 km2
"[-49.498, -5.222]",Drought in Brazil,Drought in Brazil,Green Drought in Brazil from: 11 May 2018  to: 10 Oct 2018 .,Green,1,Green,0.25,Brazil,2018-05-11T00:00:00,2018-10-10T08:17:00,220613.0,Minor impact for agricultural drought in 220613 km2,GDO,BRA,DR,DR 1012244, Parà (Brazil)-2018,Brazil,Middle of May 2018 ,152 days (at 19 Oct 2018),Minor impact for agricultural drought in 220613 km2
"[25.928, 0.928]","Drought in Congo, DRC","Drought in Congo, DRC","Green Drought in Congo, DRC from: 21 Jun 2018  to: 10 Oct 2018 .",Green,1,Green,0.5,"Congo, DRC",2018-06-21T00:00:00,2018-10-10T08:17:00,86129.0,Minor impact for agricultural drought in 86129 km2,GDO,COD,DR,DR 1012345," Congo, DR-2018","Congo, DRC",End of Jun 2018 ,111 days (at 19 Oct 2018),Minor impact for agricultural drought in 86129 km2
"[46.464, -19.498]",Drought in Madagascar,Drought in Madagascar,Orange Drought in Madagascar from: 21 Mar 2018  to: 13 Sep 2018 .,Orange,2,Orange,1.5,Madagascar,2018-03-21T00:00:00,2018-09-13T13:57:00,68692.0,Medium impact for agricultural drought in 68692 km2,GDO,MDG,DR,DR 1012304, Madagascar-2018,Madagascar,End of Mar 2018 ,177 days (at 22 Sep 2018),Medium impact for agricultural drought in 68692 km2
"[-91.497, 15.834]","Drought in Guatemala, Mexico","Drought in Guatemala, Mexico","Orange Drought in Guatemala, Mexico from: 21 Jul 2018  to: 06 Sep 2018 .",Orange,2,Orange,1.5,"Guatemala, Mexico",2018-07-21T00:00:00,2018-09-06T09:57:00,35561.0,Medium impact for agricultural drought in 35561 km2,GDO,GTM,DR,DR 1012471, Central America-2018,"Guatemala, Mexico",End of Jul 2018 ,47 days (at 15 Sep 2018),Medium impact for agricultural drought in 35561 km2
"[-50.105, -21.917]",Drought in Brazil,Drought in Brazil,Green Drought in Brazil from: 21 Dec 2017  to: 06 Sep 2018 .,Green,1,Green,0.5,Brazil,2017-12-21T00:00:00,2018-09-06T09:57:00,87604.0,Minor impact for agricultural drought in 87604 km2,GDO,BRA,DR,DR 1012174, South Brazil-2018,Brazil,End of Dec 2017 ,259 days (at 15 Sep 2018),Minor impact for agricultural drought in 87604 km2
"[65.5, 40.996]",Drought in Uzbekistan,Drought in Uzbekistan,Green Drought in Uzbekistan from: 21 Nov 2017  to: 06 Sep 2018 .,Green,1,Green,0.75,Uzbekistan,2017-11-21T00:00:00,2018-09-06T09:57:00,18686.0,Minor impact for agricultural drought in 18686 km2,GDO,UZB,DR,DR 1012172, Central Asia-2018,Uzbekistan,End of Nov 2017 ,289 days (at 15 Sep 2018),Minor impact for agricultural drought in 18686 km2
"[-90.0, 17.999]","Drought in Belize, Guatemala, Mexico","Drought in Belize, Guatemala, Mexico","Orange Drought in Belize, Guatemala, Mexico from: 21 Jul 2018  to: 29 Aug 2018 .",Orange,2,Orange,1.5,"Belize, Guatemala, Mexico",2018-07-21T00:00:00,2018-08-29T15:17:00,113927.0,Medium impact for agricultural drought in 113927 km2,GDO,BLZ,DR,DR 1012475, Central America-2018,"Belize, Guatemala, Mexico",End of Jul 2018 ,40 days (at 28 Sep 2018),Medium impact for agricultural drought in 113927 km2
"[113.779, -7.899]",Drought in Indonesia,Drought in Indonesia,Green Drought in Indonesia from: 21 Apr 2018  to: 29 Aug 2018 .,Green,1,Green,0.75,Indonesia,2018-04-21T00:00:00,2018-08-29T15:17:00,78469.0,Minor impact for agricultural drought in 78469 km2,GDO,IDN,DR,DR 1012212, Indonesia-2018,Indonesia,End of Apr 2018 ,131 days (at 28 Sep 2018),Minor impact for agricultural drought in 78469 km2
"[-97.0, 31.998]",Drought in United States,Drought in United States,Green Drought in United States from: 21 May 2018  to: 20 Aug 2018 .,Green,1,Green,0.5,United States,2018-05-21T00:00:00,2018-08-20T10:37:15,41910.0,Minor impact for agricultural drought in 41910 km2,GDO,USA,DR,DR 1012333, Texas-2018,United States,End of May 2018 ,91 days (at 29 Aug 2018),Minor impact for agricultural drought in 41910 km2
"[80.962, 18.303]","Drought in China, India, Myanmar, Nepal","Drought in China, India, Myanmar, Nepal","Orange Drought in China, India, Myanmar, Nepal from: 21 Jun 2018  to: 16 Feb 2019 .",Orange,2,Orange,1.5,"China, India, Myanmar, Nepal",2018-06-21T00:00:00,2019-02-16T15:47:00,106336.0,Medium impact for agricultural drought in 106336 km2,GDO,CHN,DR,DR 1012538, India-2018,"China, India, Myanmar, Nepal",End of Jun 2018 ,241 days (at 25 Feb 2019),Medium impact for agricultural drought in 106336 km2
"[11.087, 53.882]","Drought in Germany, Denmark, France, Latvia, Poland, Sweden","Drought in Germany, Denmark, France, Latvia, Poland, Sweden","Green Drought in Germany, Denmark, France, Latvia, Poland, Sweden from: 21 Jul 2017  to: 09 Feb 2019 .",Green,1,Green,0.25,"Germany, Denmark, France, Latvia, Poland, Sweden",2017-07-21T00:00:00,2019-02-09T15:07:00,80936.0,Minor impact for agricultural drought in 80936 km2,GDO,DEU,DR,DR 1012168, Central Northern Europe-2018,"Germany, Denmark, France, Latvia, Poland, Sweden",End of Jul 2017 ,569 days (at 18 Feb 2019),Minor impact for agricultural drought in 80936 km2
"[104.192, 16.099]","Drought in Cambodia, Laos, Thailand, Vietnam","Drought in Cambodia, Laos, Thailand, Vietnam","Orange Drought in Cambodia, Laos, Thailand, Vietnam from: 21 Aug 2018  to: 26 Jan 2019 .",Orange,2,Orange,1.25,"Cambodia, Laos, Thailand, Vietnam",2018-08-21T00:00:00,2019-01-26T17:07:00,178155.0,Medium impact for agricultural drought in 178155 km2,GDO,KHM,DR,DR 1012578, Indochina-2018,"Cambodia, Laos, Thailand, Vietnam",End of Aug 2018 ,159 days (at 25 Feb 2019),Medium impact for agricultural drought in 178155 km2
"[121.417, 17.326]",Drought in Philippines,Drought in Philippines,Green Drought in Philippines from: 21 Jul 2018  to: 26 Jan 2019 .,Green,1,Green,0.25,Philippines,2018-07-21T00:00:00,2019-01-26T17:07:00,44740.0,Minor impact for agricultural drought in 44740 km2,GDO,PHL,DR,DR 1012676, Luzon (Philippines)-2018,Philippines,End of Jul 2018 ,190 days (at 25 Feb 2019),Minor impact for agricultural drought in 44740 km2
"[17.623, 8.123]","Drought in Central African Republic, Chad","Drought in Central African Republic, Chad","Green Drought in Central African Republic, Chad from: 21 Aug 2018  to: 30 Dec 2018 .",Green,1,Green,0.75,"Central African Republic, Chad",2018-08-21T00:00:00,2018-12-30T14:05:00,97497.0,Minor impact for agricultural drought in 97497 km2,GDO,CAF,DR,DR 1012660, Southern Chad - Central African Rep.-2018,"Central African Republic, Chad",End of Aug 2018 ,132 days (at 29 Jan 2019),Minor impact for agricultural drought in 97497 km2
"[-88.906, 16.489]","Drought in Belize, Guatemala, Honduras, Mexico","Drought in Belize, Guatemala, Honduras, Mexico","Green Drought in Belize, Guatemala, Honduras, Mexico from: 21 Aug 2018  to: 30 Dec 2018 .",Green,1,Green,0.5,"Belize, Guatemala, Honduras, Mexico",2018-08-21T00:00:00,2018-12-30T14:05:00,65060.0,Minor impact for agricultural drought in 65060 km2,GDO,BLZ,DR,DR 1012677, Guatemala-2018,"Belize, Guatemala, Honduras, Mexico",End of Aug 2018 ,132 days (at 29 Jan 2019),Minor impact for agricultural drought in 65060 km2
"[-38.05, -9.451]",Drought in Brazil,Drought in Brazil,Green Drought in Brazil from: 21 May 2018  to: 30 Dec 2018 .,Green,1,Green,0.75,Brazil,2018-05-21T00:00:00,2018-12-30T14:05:00,104035.0,Minor impact for agricultural drought in 104035 km2,GDO,BRA,DR,DR 1012396, Nordeste (Brasil)-2018,Brazil,End of May 2018 ,224 days (at 29 Jan 2019),Minor impact for agricultural drought in 104035 km2
